
20,"# Entities
- B-PER
- I-PER
- B-ORG
- I-ORG

# Text
Brian McRae singled in Tyler Houston in the top of the ninth inning to snap a tie as the Chicago Cubs avoided a three-game sweep with 3-2 victory over the Atlanta Braves on Sunday .","{'B-PER': ['Brian', 'Tyler'], 'I-PER': ['McRae', 'Houston'], 'B-ORG': ['Chicago', 'Atlanta'], 'I-ORG': ['Cubs', 'Braves']}",CONLL2003
21,"# Entities
- B-ORG

# Text
Swindon 2 0 1 1 1 3 1",{'B-ORG': ['Swindon']},CONLL2003
22,"# Entities


# Text
Halftime 2-0 .",{},CONLL2003
23,"# Entities
- B-ORG
- B-MISC

# Text
Berlex also charges that Avonex is so similar to its MS drug , Betaseron , that it is a patent infringement .","{'B-ORG': ['Berlex'], 'B-MISC': ['Avonex', 'Betaseron']}",CONLL2003
24,"# Entities
- B-ORG

# Text
Ipswich 3 1 1 1 6 4 4",{'B-ORG': ['Ipswich']},CONLL2003
25,"# Entities
- B-ORG
- I-ORG

# Text
Sokol Tychy 7 4 0 3 14 15 12","{'B-ORG': ['Sokol'], 'I-ORG': ['Tychy']}",CONLL2003
26,"# Entities
- B-ORG

# Text
PITTSBURGH 56 76 .424 15",{'B-ORG': ['PITTSBURGH']},CONLL2003
27,"# Entities
- B-PER
- I-PER

# Text
52 ; A. Cowan 5-68 ) .","{'B-PER': ['A.'], 'I-PER': ['Cowan']}",CONLL2003
28,"# Entities
- B-LOC

# Text
MELBOURNE 1996-08-26",{'B-LOC': ['MELBOURNE']},CONLL2003
29,"# Entities
- B-ORG
- I-ORG

# Text
Company name Companion Marble ( Holdings ) Ltd","{'B-ORG': ['Companion', 'Holdings', 'Ltd'], 'I-ORG': ['Marble']}",CONLL2003
30,"# Entities
- B-ORG
- I-ORG

# Text
-- Royal Oak shares were down 1/16 at 3-11/16 .","{'B-ORG': ['Royal'], 'I-ORG': ['Oak']}",CONLL2003
31,"# Entities


# Text
In the original state budget , approved in March , revenues were envisaged at around 16.98 trillion lei and expenditures 20.17 trillion lei for 1996 .",{},CONLL2003
32,"# Entities
- B-LOC
- B-ORG
- I-ORG

# Text
Fairview , Texas , $ 1.82 million deal Baa1 - Moody 's .","{'B-LOC': ['Fairview', 'Texas'], 'B-ORG': ['Moody'], 'I-ORG': [""'s""]}",CONLL2003
33,"# Entities
- B-ORG
- I-ORG

# Text
GKS Belchatow 7 3 0 4 9 9 9","{'B-ORG': ['GKS'], 'I-ORG': ['Belchatow']}",CONLL2003
34,"# Entities
- B-ORG
- I-ORG

# Text
1860 Munich 1 Borussia Dortmund 3","{'B-ORG': ['1860', 'Borussia'], 'I-ORG': ['Munich', 'Dortmund']}",CONLL2003
35,"# Entities
- B-PER
- I-PER

# Text
Wasim Akram 128 29 350 11 31.81","{'B-PER': ['Wasim'], 'I-PER': ['Akram']}",CONLL2003
36,"# Entities
- B-MISC
- I-MISC

# Text
S. Korean won ends up on dollar position unwinding .","{'B-MISC': ['S.'], 'I-MISC': ['Korean']}",CONLL2003
37,"# Entities
- B-PER
- I-PER
- B-LOC

# Text
140 Robert Allenby ( Australia ) 69 71 , Mark Roe 69 71","{'B-PER': ['Robert', 'Mark'], 'I-PER': ['Allenby', 'Roe'], 'B-LOC': ['Australia']}",CONLL2003
38,"# Entities
- B-PER
- I-PER
- B-LOC

# Text
3. Irina Privalova ( Russia ) 22.68","{'B-PER': ['Irina'], 'I-PER': ['Privalova'], 'B-LOC': ['Russia']}",CONLL2003
39,"# Entities
- B-PER
- B-LOC

# Text
He said Ibrahim was still in Amman .","{'B-PER': ['Ibrahim'], 'B-LOC': ['Amman']}",CONLL2003
40,"# Entities
- B-LOC

# Text
Death toll of Algeria bomb put at seven-newspaper .",{'B-LOC': ['Algeria']},CONLL2003
41,"# Entities


# Text
Sale Amount : 6,310,000",{},CONLL2003
42,"# Entities
- B-PER
- I-PER

# Text
Ijaz Ahmed 3 6 1 344 141 68.80","{'B-PER': ['Ijaz'], 'I-PER': ['Ahmed']}",CONLL2003
43,"# Entities


# Text
BALANCE OF PAYMENTS",{},CONLL2003
44,"# Entities
- B-PER
- I-PER
- B-LOC
- B-ORG

# Text
10. Olaf Ludwig ( Germany ) Telekom 1 minute 44 seconds","{'B-PER': ['Olaf'], 'I-PER': ['Ludwig'], 'B-LOC': ['Germany'], 'B-ORG': ['Telekom']}",CONLL2003
45,"# Entities
- B-PER
- B-ORG
- I-ORG
- I-PER
- B-LOC
- I-LOC

# Text
Johnson is the second manager to be hospitalized this week after California Angels skipper John McNamara was admitted to New York 's Columbia Presbyterian Hospital on Wednesday with a blood clot in his left calf .","{'B-PER': ['Johnson', 'John'], 'B-ORG': ['California'], 'I-ORG': ['Angels'], 'I-PER': ['McNamara'], 'B-LOC': ['New', 'Columbia'], 'I-LOC': ['York', 'Presbyterian', 'Hospital']}",CONLL2003
46,"# Entities


# Text
None of the attackers has been caught .",{},CONLL2003
47,"# Entities
- B-ORG
- I-ORG
- B-LOC

# Text
* Baxter International Inc has reached an agreement to acquire Austria 's Immuno International AG in a complex deal valued at $ 715 miilion .","{'B-ORG': ['Baxter', 'Immuno'], 'I-ORG': ['International', 'Inc', 'International', 'AG'], 'B-LOC': ['Austria']}",CONLL2003
48,"# Entities
- B-LOC
- I-LOC
- B-ORG
- B-MISC

# Text
S. Korea Daewoo , Dacom units in Polish telecom JV .","{'B-LOC': ['S.'], 'I-LOC': ['Korea'], 'B-ORG': ['Daewoo', 'Dacom'], 'B-MISC': ['Polish']}",CONLL2003
49,"# Entities


# Text
32,000",{},CONLL2003
50,"# Entities
- B-ORG

# Text
Partizan 2 2 0 0 6 2 6",{'B-ORG': ['Partizan']},CONLL2003
51,"# Entities
- B-ORG
- I-ORG
- B-LOC
- I-LOC
- B-MISC

# Text
Jomhuri Eslami quoted the West Azerbaijan province security chief as saying those held confessed to gathering confidential information , photographing strategic sites , doing propaganda against state officials and "" spreading pan-Turkism "" .","{'B-ORG': ['Jomhuri'], 'I-ORG': ['Eslami'], 'B-LOC': ['West'], 'I-LOC': ['Azerbaijan'], 'B-MISC': ['pan-Turkism']}",CONLL2003
52,"# Entities
- B-MISC

# Text
"" The temperature on the ground reached 62 decrees Celsius ( 143.60 Fahrenheit ) this summer .",{'B-MISC': ['Celsius']},CONLL2003
53,"# Entities
- B-LOC
- I-LOC

# Text
NEW YORK 1996-08-23","{'B-LOC': ['NEW'], 'I-LOC': ['YORK']}",CONLL2003
54,"# Entities


# Text
Police said a number of crew members had left the aircraft and said details would be given at a news conference expected to be held in the next few minutes by the local police chief .",{},CONLL2003
55,"# Entities


# Text
If we have confidence , why should we be afraid of the other opinion ? """,{},CONLL2003
56,"# Entities


# Text
OFFICIAL RESULTS OF THE OCTOBER 16 , 1994 GENERAL ELECTION :",{},CONLL2003
57,"# Entities
- B-MISC
- B-LOC

# Text
Snoozing Vietnamese man takes slow train to Alaska .","{'B-MISC': ['Vietnamese'], 'B-LOC': ['Alaska']}",CONLL2003
58,"# Entities
- B-LOC

# Text
TIRANA 1996-08-27",{'B-LOC': ['TIRANA']},CONLL2003
59,"# Entities
- B-LOC
- B-MISC

# Text
But these concerns were irrelevant , a Singapore trader said , despite a forecast that domestic Chinese copper demand could hit one million tonnes this year .","{'B-LOC': ['Singapore'], 'B-MISC': ['Chinese']}",CONLL2003
60,"# Entities
- B-MISC

# Text
SOCCER - MOROCCAN FIRST DIVISION RESULTS .",{'B-MISC': ['MOROCCAN']},CONLL2003
61,"# Entities
- B-ORG
- I-ORG

# Text
* Conglomerate Bollore lost 2.4 percent to 521 francs after a morning trading suspension during which it said it had approved plans to buy out its 73.83 percent owned transport unit Scac Delmas Vileujeux ( SDV ) and invited shareholders to tender their shares .","{'B-ORG': ['Bollore', 'Scac', 'SDV'], 'I-ORG': ['Delmas', 'Vileujeux']}",CONLL2003
62,"# Entities
- B-LOC

# Text
PRESS DIGEST - Spain - Aug 29 .",{'B-LOC': ['Spain']},CONLL2003
63,"# Entities


# Text
Baseball games played on Friday ( home team in CAPS ) :",{},CONLL2003
64,"# Entities
- B-LOC
- I-LOC

# Text
NEW YORK 5,710.53 - 22.94 5,778.00 5,032.94","{'B-LOC': ['NEW'], 'I-LOC': ['YORK']}",CONLL2003
65,"# Entities
- B-PER

# Text
SOCCER - SPONSORS CASH IN ON RAVANELLI 'S SHIRT DANCE .",{'B-PER': ['RAVANELLI']},CONLL2003
66,"# Entities
- B-PER

# Text
"" Under the law before launching the strike we have to sign an agreement with our employer for a minimal transport servicing of emergency flights , "" Raichev said .",{'B-PER': ['Raichev']},CONLL2003
67,"# Entities
- B-ORG
- I-ORG
- B-LOC
- B-MISC

# Text
The Catholic Information Office in Nairobi said on Monday that four of the six had been charged by the SPLA with spying , spreading Islam and hindering recruitment into the rebel group .","{'B-ORG': ['Catholic', 'SPLA'], 'I-ORG': ['Information', 'Office'], 'B-LOC': ['Nairobi'], 'B-MISC': ['Islam']}",CONLL2003
68,"# Entities
- B-LOC

# Text
TRIPOLI , Lebanon 1996-08-25","{'B-LOC': ['TRIPOLI', 'Lebanon']}",CONLL2003
69,"# Entities
- B-ORG

# Text
HOUSTON 70 61 .534 -",{'B-ORG': ['HOUSTON']},CONLL2003
70,"# Entities
- B-PER

# Text
3. Kocinski 254",{'B-PER': ['Kocinski']},CONLL2003
71,"# Entities
- B-MISC

# Text
Results of Russian premier league",{'B-MISC': ['Russian']},CONLL2003
72,"# Entities


# Text
- Government wants to charge for prescriptions and some medical services",{},CONLL2003
73,"# Entities
- B-PER
- B-LOC
- I-LOC

# Text
Anwar , who struck a superb 176 at The Oval , was the more aggressive as he made 57 from 75 balls before skying a catch off Irani to Mullally at long-on .","{'B-PER': ['Anwar', 'Irani', 'Mullally'], 'B-LOC': ['The'], 'I-LOC': ['Oval']}",CONLL2003
74,"# Entities
- B-LOC

# Text
LONDON 1996-08-24",{'B-LOC': ['LONDON']},CONLL2003
75,"# Entities
- B-ORG
- B-PER
- I-PER

# Text
Essex secretary-general manager Peter Edwards said : "" He is a remarkable batsman and still the best in this country .","{'B-ORG': ['Essex'], 'B-PER': ['Peter'], 'I-PER': ['Edwards']}",CONLL2003
76,"# Entities
- B-LOC
- I-LOC
- B-PER
- I-PER
- B-ORG
- I-ORG

# Text
In New York , Garret Anderson and Gary DiSarcina drove in two runs apiece in a five-run first inning and Jim Edmonds highlighted a six-run sixth with a bases-loaded double as the California Angels coasted to a 12-3 victory over the Yankees in the rubber game of their three-game series .","{'B-LOC': ['New'], 'I-LOC': ['York'], 'B-PER': ['Garret', 'Gary', 'Jim'], 'I-PER': ['Anderson', 'DiSarcina', 'Edmonds'], 'B-ORG': ['California', 'Yankees'], 'I-ORG': ['Angels']}",CONLL2003
77,"# Entities


# Text
The unlisted bank earlier announced a 1996 interim net profit of 853 million guilders , up 21.5 percent on the 702 million guilders reported in the first half of 1995 .",{},CONLL2003
78,"# Entities
- B-PER
- I-PER
- B-LOC

# Text
4. Heiko Szonn ( Germany ) 4:21.009","{'B-PER': ['Heiko'], 'I-PER': ['Szonn'], 'B-LOC': ['Germany']}",CONLL2003
79,"# Entities
- B-MISC

# Text
Results of German first division",{'B-MISC': ['German']},CONLL2003
80,"# Entities
- B-PER
- I-PER

# Text
She 's fantastic , "" said Nikki Campbell , 28 , who went to the pageant . ""","{'B-PER': ['Nikki'], 'I-PER': ['Campbell']}",CONLL2003
81,"# Entities
- B-LOC

# Text
BONN 1996-08-22",{'B-LOC': ['BONN']},CONLL2003
82,"# Entities


# Text
Attendance 10,760 .",{},CONLL2003
83,"# Entities


# Text
--",{},CONLL2003
84,"# Entities
- B-PER
- B-LOC
- I-PER

# Text
Telfer , who has put on hold his role as Scotland team manager for a year , will act as assistant to Ian McGeechan .","{'B-PER': ['Telfer', 'Ian'], 'B-LOC': ['Scotland'], 'I-PER': ['McGeechan']}",CONLL2003
85,"# Entities
- B-ORG

# Text
The stake represented 0.042 percent of Gazprom 's capital .",{'B-ORG': ['Gazprom']},CONLL2003
86,"# Entities


# Text
It will be sent for free .",{},CONLL2003
87,"# Entities


# Text
Collective farms will last for the next few years , because most private farms now only produce enough to feed themselves with maybe a little extra to sell , said one private farmer : "" In the future , maybe , but it 's better not to hurry .",{},CONLL2003
88,"# Entities
- B-PER
- B-MISC

# Text
Terence , a Tutsi , said any arms embargo would leave the army unable to defend itself against Hutu guerrillas and leave the population exposed to "" armed terroritsts . ""","{'B-PER': ['Terence'], 'B-MISC': ['Tutsi', 'Hutu']}",CONLL2003
89,"# Entities
- B-ORG

# Text
Rapeseed extraction was 3,850 rupees FOR Bedibunder and was 3,800-3,825 rupees FOR Bhavnagar .","{'B-ORG': ['Bedibunder', 'Bhavnagar']}",CONLL2003
90,"# Entities
- B-ORG

# Text
Auxerre 0 Marseille 0","{'B-ORG': ['Auxerre', 'Marseille']}",CONLL2003
91,"# Entities
- B-LOC
- B-PER

# Text
"" Salvador is a small facility , and the prospects are that if there will be a strike , it will not be a long strike , "" O'Neill said .","{'B-LOC': ['Salvador'], 'B-PER': [""O'Neill""]}",CONLL2003
92,"# Entities
- B-PER
- I-PER

# Text
"" They ( the insurgents ) should first give up their violent activities , "" Home ( Interior ) Minister Khum Bahadur Khadga said .","{'B-PER': ['Khum'], 'I-PER': ['Bahadur', 'Khadga']}",CONLL2003
93,"# Entities
- B-LOC
- I-LOC

# Text
ATLANTIC HIGHLANDS , N.J. 1996-08-28","{'B-LOC': ['ATLANTIC', 'N.J.'], 'I-LOC': ['HIGHLANDS']}",CONLL2003
94,"# Entities
- B-MISC
- I-MISC

# Text
GOLF - LEADING PRIZE MONEY WINNERS ON EUROPEAN TOUR .","{'B-MISC': ['EUROPEAN'], 'I-MISC': ['TOUR']}",CONLL2003
95,"# Entities


# Text
Women 's singles",{},CONLL2003
96,"# Entities


# Text
Dealers noted a seasonal pickup in meal demand .",{},CONLL2003
97,"# Entities


# Text
Lumber closed $ 2.20 to $ 0.20 per tbf lower with September off $ 0.70 at $ 413.20 and November off most at $ 369.00 per tbf .",{},CONLL2003
98,"# Entities
- B-MISC

# Text
The Bosnian election is set for September 14 and voting began on Wednesday for most of the 600,000 Bosnians living abroad .","{'B-MISC': ['Bosnian', 'Bosnians']}",CONLL2003
99,"# Entities


# Text
CBOT rice closes higher on technical bounce .",{},CONLL2003
100,"# Entities
- B-ORG
- B-PER

# Text
OB 1 Lotte 1","{'B-ORG': ['OB'], 'B-PER': ['Lotte']}",CONLL2003
101,"# Entities
- B-LOC

# Text
Romania 's government is expected to revise the 1996 budget on Wednesday to bring it into line with higher inflation , new wage and pension indexations and costs of energy imports that have pushed up the state deficit .",{'B-LOC': ['Romania']},CONLL2003
102,"# Entities
- B-MISC

# Text
SOCCER - ENGLISH LEAGUE STANDINGS .",{'B-MISC': ['ENGLISH']},CONLL2003
103,"# Entities


# Text
ingot 75 cents / pound",{},CONLL2003
104,"# Entities
- B-PER
- I-PER
- B-LOC

# Text
1. Robert Kibet ( Kenya ) 1:45.24","{'B-PER': ['Robert'], 'I-PER': ['Kibet'], 'B-LOC': ['Kenya']}",CONLL2003
105,"# Entities
- B-ORG
- I-ORG

# Text
St Pauli 3 1 1 1 7 7 4","{'B-ORG': ['St'], 'I-ORG': ['Pauli']}",CONLL2003
106,"# Entities


# Text
division soccer match on Saturday :",{},CONLL2003
107,"# Entities
- B-ORG

# Text
Hyundai 8 Samsung 1","{'B-ORG': ['Hyundai', 'Samsung']}",CONLL2003
108,"# Entities


# Text
Unknown - 161,600",{},CONLL2003
109,"# Entities


# Text
The average selling price , $ 206,464 , was up 10.6 percent over July 1995 .",{},CONLL2003
110,"# Entities
- B-ORG

# Text
Emnid June 30 39.0 33.0 6.0 12.0 5.0",{'B-ORG': ['Emnid']},CONLL2003
111,"# Entities
- B-LOC

# Text
SHANGHAI 1996-08-23",{'B-LOC': ['SHANGHAI']},CONLL2003
112,"# Entities
- B-LOC
- I-LOC

# Text
NABLUS , West Bank 1996-08-22","{'B-LOC': ['NABLUS', 'West'], 'I-LOC': ['Bank']}",CONLL2003
113,"# Entities
- B-MISC
- I-MISC

# Text
National League","{'B-MISC': ['National'], 'I-MISC': ['League']}",CONLL2003
114,"# Entities


# Text
The two were held for 71 days until relatives paid a ransom .",{},CONLL2003
115,"# Entities


# Text
Some of these sales may not be final as they may be subject to inspection , survey or other conditions .",{},CONLL2003
116,"# Entities
- B-LOC

# Text
India has often accused Pakistan of abetting militancy in the valley , a charge Islamabad has always denied .","{'B-LOC': ['India', 'Pakistan', 'Islamabad']}",CONLL2003
117,"# Entities
- B-ORG

# Text
Molenbeek 4 1 2 1 4 5 5",{'B-ORG': ['Molenbeek']},CONLL2003
118,"# Entities
- B-PER
- I-PER
- B-MISC
- I-MISC

# Text
He shared victory with Matthew Pinsent in the coxless pairs at the Atlanta Games and said at the time that would be his last shot .","{'B-PER': ['Matthew'], 'I-PER': ['Pinsent'], 'B-MISC': ['Atlanta'], 'I-MISC': ['Games']}",CONLL2003
119,"# Entities


# Text
For Sept 20 - Oct 10 : 19,500 of DNS at $ 212.25 , 10,000 of HRW at $ 204.74 , 4,500 of WW at $ 199.71 .",{},CONLL2003
120,"# Entities
- B-PER
- I-PER

# Text
A. Jadeja run out 0","{'B-PER': ['A.'], 'I-PER': ['Jadeja']}",CONLL2003
121,"# Entities


# Text
"" If he left , the first question people would ask the next guy is , ' What 's your view on the dollar ? '",{},CONLL2003
122,"# Entities


# Text
matches played on Saturday :",{},CONLL2003
123,"# Entities
- B-ORG
- I-ORG
- B-PER
- B-MISC

# Text
In a filing with the Securities and Exchnage Commission , Buffett said he bought 62,900 additional common shares of the Boston-based real estate investment trust at prices ranging from $ 7.65 to $ 8.02 a share .","{'B-ORG': ['Securities'], 'I-ORG': ['and', 'Exchnage', 'Commission'], 'B-PER': ['Buffett'], 'B-MISC': ['Boston-based']}",CONLL2003
124,"# Entities
- B-PER
- B-MISC
- I-PER

# Text
Clinton will hit the road on Friday for a bus tour across several states in his fight to become the first Democratic incumbent re-elected to a second term since the days of Franklin D. Roosevelt .","{'B-PER': ['Clinton', 'Franklin'], 'B-MISC': ['Democratic'], 'I-PER': ['D.', 'Roosevelt']}",CONLL2003
125,"# Entities
- B-ORG
- I-ORG

# Text
, Aa3 / VMIG-1 - Moody 's .","{'B-ORG': ['Moody'], 'I-ORG': [""'s""]}",CONLL2003
126,"# Entities
- B-PER
- I-PER

# Text
118 , A. Cottey 70 ) .","{'B-PER': ['A.'], 'I-PER': ['Cottey']}",CONLL2003
127,"# Entities
- B-PER
- I-PER
- B-LOC

# Text
4. Torrance Zellner ( U.S. ) 49.06","{'B-PER': ['Torrance'], 'I-PER': ['Zellner'], 'B-LOC': ['U.S.']}",CONLL2003
128,"# Entities
- B-LOC

# Text
Slovenia 's trade with Poland rose to $ 142.3 million in 1995 from $ 118.8 million in 1994 .","{'B-LOC': ['Slovenia', 'Poland']}",CONLL2003
129,"# Entities
- B-LOC
- B-MISC
- B-PER
- I-PER
- B-ORG
- I-ORG

# Text
Organisers hope to persuade Britain 's former Olympic 100 metres champion Linford Christie to join a "" Dream Team "" sprint relay in a special tribute to Jesse Owens at Friday 's Berlin grand prix .","{'B-LOC': ['Britain', 'Berlin'], 'B-MISC': ['Olympic'], 'B-PER': ['Linford', 'Jesse'], 'I-PER': ['Christie', 'Owens'], 'B-ORG': ['Dream'], 'I-ORG': ['Team']}",CONLL2003
130,"# Entities
- B-MISC
- B-PER

# Text
He said they had made various requests to police negotiators but stepped back from earlier suggestions that the hijackers had asked to speak to a British-based Iraqi police named as Mr Sadiki .","{'B-MISC': ['British-based', 'Iraqi'], 'B-PER': ['Sadiki']}",CONLL2003
131,"# Entities
- B-PER

# Text
2. Corser 270",{'B-PER': ['Corser']},CONLL2003
132,"# Entities


# Text
division soccer match on Sunday :",{},CONLL2003
133,"# Entities
- B-ORG
- B-LOC

# Text
SOCCER - DISAPPOINTING AJAX SLUMP 2-0 AT HEERENVEEN .","{'B-ORG': ['AJAX'], 'B-LOC': ['HEERENVEEN']}",CONLL2003
134,"# Entities
- B-ORG

# Text
BOSTON 66 65 .504 9",{'B-ORG': ['BOSTON']},CONLL2003
135,"# Entities
- B-MISC
- I-MISC

# Text
TENNIS - RESULTS AT CANADIAN OPEN .","{'B-MISC': ['CANADIAN'], 'I-MISC': ['OPEN']}",CONLL2003
136,"# Entities
- B-PER

# Text
3. Bartoli 108",{'B-PER': ['Bartoli']},CONLL2003
137,"# Entities
- B-MISC
- B-LOC
- I-LOC

# Text
"" We do n't have any connection with the Palestinians , they live over there , "" he said , pointing to the West Bank seven km ( four miles ) to the east .","{'B-MISC': ['Palestinians'], 'B-LOC': ['West'], 'I-LOC': ['Bank']}",CONLL2003
138,"# Entities
- B-LOC
- B-PER
- I-PER
- B-ORG
- I-ORG

# Text
In Boston , Troy O'Leary homered off the right-field foul pole with one out in the bottom of the ninth and the Red Sox climbed to the .500 mark for the first time this season with their fourth straight victory , 2-1 over the Oakland Athletics .","{'B-LOC': ['Boston'], 'B-PER': ['Troy'], 'I-PER': [""O'Leary""], 'B-ORG': ['Red', 'Oakland'], 'I-ORG': ['Sox', 'Athletics']}",CONLL2003
139,"# Entities
- B-ORG
- I-ORG

# Text
Cruz Azul 3 2 1 0 7 3 7","{'B-ORG': ['Cruz'], 'I-ORG': ['Azul']}",CONLL2003
140,"# Entities


# Text
Very sexy . """,{},CONLL2003
141,"# Entities
- B-ORG
- B-PER

# Text
CNN quoted aides and family members as saying Lamm , who competed with Perot to head the ticket for Perot 's party , had told them he would definitely not endorse Perot , but they did not know whether he would endorse another candidate .","{'B-ORG': ['CNN'], 'B-PER': ['Lamm', 'Perot', 'Perot', 'Perot']}",CONLL2003
142,"# Entities
- B-ORG
- I-ORG

# Text
Boby Brno 1 Sigma Olomouc 0","{'B-ORG': ['Boby', 'Sigma'], 'I-ORG': ['Brno', 'Olomouc']}",CONLL2003
143,"# Entities
- B-PER
- B-MISC

# Text
Raichev said a lock-out with military air controllers was impossible as they did not speak English .","{'B-PER': ['Raichev'], 'B-MISC': ['English']}",CONLL2003
144,"# Entities
- B-PER
- I-PER

# Text
282 Corey Pavin 73 70 70 69","{'B-PER': ['Corey'], 'I-PER': ['Pavin']}",CONLL2003
145,"# Entities


# Text
won , drawn , lost , goals for , goals against , points ) :",{},CONLL2003
146,"# Entities
- B-LOC

# Text
29. Macedonia 8.07",{'B-LOC': ['Macedonia']},CONLL2003
147,"# Entities


# Text
"" It 's very difficult to predict the market ( trend ) this year .",{},CONLL2003
148,"# Entities
- B-ORG
- I-ORG

# Text
Chornomorets Odessa 2 Metalurg Zaporizhya 1","{'B-ORG': ['Chornomorets', 'Metalurg'], 'I-ORG': ['Odessa', 'Zaporizhya']}",CONLL2003
149,"# Entities
- B-ORG
- B-MISC
- I-MISC

# Text
The ruling meant that serie B club Genoa now meet local serie A arch-rivals Sampdoria in the second round .","{'B-ORG': ['Genoa', 'Sampdoria'], 'B-MISC': ['serie'], 'I-MISC': ['A']}",CONLL2003
150,"# Entities
- B-PER
- B-MISC

# Text
Lebed aide says Russian-Chechen talks going well .","{'B-PER': ['Lebed'], 'B-MISC': ['Russian-Chechen']}",CONLL2003
151,"# Entities
- B-ORG

# Text
Suwon 4 Pusan 0 ( halftime 2-0 )","{'B-ORG': ['Suwon', 'Pusan']}",CONLL2003
152,"# Entities
- B-LOC

# Text
Russia and Norway share the island 's resources under a treaty dating back to the 1920s .","{'B-LOC': ['Russia', 'Norway']}",CONLL2003
153,"# Entities
- B-ORG

# Text
Ipswich 1 Grimsby 1","{'B-ORG': ['Ipswich', 'Grimsby']}",CONLL2003
154,"# Entities


# Text
She died in hospital .",{},CONLL2003
155,"# Entities
- B-MISC
- I-MISC

# Text
PRESS DIGEST - Sri Lankan Newspapers - August 27 .","{'B-MISC': ['Sri'], 'I-MISC': ['Lankan']}",CONLL2003
156,"# Entities


# Text
Women 's singles , second round",{},CONLL2003
